Invoice ID,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,Rating
573-58-9734,Đà Nẵng,Normal,Nữ,Fashion accessories,30.37,3,4.5555,95.6655,3/28/19,13:41,Ewallet,91.11,5.1
817-69-8206,Đà Nẵng,Normal,Nữ,Electronic accessories,99.73,9,44.8785,942.4485,3/2/19,19:42,Credit card,897.57,6.5
888-02-0338,TP HCM,Normal,Nam,Electronic accessories,26.23,9,11.8035,247.8735,1/25/19,20:24,Ewallet,236.07,5.9
677-11-0152,TP HCM,Normal,Nữ,Food and beverages,93.26,9,41.967,881.307,1/16/19,18:08,Cash,839.34,8.8
142-63-6033,Đà Nẵng,Normal,Nam,Home and lifestyle,92.36,5,23.09,484.89,3/20/19,19:17,Ewallet,461.8,4.9
656-16-1063,Đà Nẵng,Normal,Nam,Sports and travel,46.42,3,6.963,146.223,1/4/19,13:24,Credit card,139.26,4.4
891-58-8335,Đà Nẵng,Member,Nữ,Sports and travel,29.61,7,10.3635,217.6335,3/11/19,15:53,Cash,207.27,6.5
802-43-8934,TP HCM,Normal,Nam,Home and lifestyle,18.28,1,0.914,19.194,3/22/19,15:05,Credit card,18.28,8.3
560-30-5617,TP HCM,Normal,Nữ,Sports and travel,24.77,5,6.1925,130.0425,3/24/19,18:27,Cash,123.85,8.5
319-74-2561,TP HCM,Member,Nữ,Electronic accessories,94.64,3,14.196,298.116,2/21/19,16:55,Cash,283.92,5.5
549-03-9315,Đà Nẵng,Normal,Nam,Fashion accessories,94.87,8,37.948,796.908,2/12/19,12:58,Ewallet,758.96,8.7
790-29-1172,Đà Nẵng,Normal,Nữ,Food and beverages,57.34,3,8.601,180.621,3/10/19,18:59,Credit card,172.02,7.9
239-36-3640,Đà Nẵng,Normal,Nam,Electronic accessories,45.35,6,13.605,285.705,1/31/19,13:44,Ewallet,272.1,6.1
468-01-2051,Đà Nẵng,Normal,Nam,Food and beverages,62.08,7,21.728,456.288,3/6/19,13:46,Ewallet,434.56,5.4
389-25-3394,TP HCM,Normal,Nam,Electronic accessories,11.81,5,2.9525,62.0025,2/17/19,18:06,Cash,59.05,9.4
279-62-1445,TP HCM,Member,Nữ,Fashion accessories,12.54,1,0.627,13.167,2/21/19,12:38,Cash,12.54,8.2
213-72-6612,TP HCM,Normal,Nam,Food and beverages,43.25,2,4.325,90.825,3/20/19,15:56,Cash,86.5,6.2
746-68-6593,TP HCM,Member,Nữ,Sports and travel,87.16,2,8.716,183.036,1/11/19,14:29,Credit card,174.32,9.7
836-82-5858,TP HCM,Member,Nam,Health and beauty,69.37,9,31.2165,655.5465,1/26/19,19:14,Ewallet,624.33,4
583-72-1480,TP HCM,Member,Nam,Electronic accessories,37.06,4,7.412,155.652,1/31/19,16:24,Ewallet,148.24,9.7
466-61-5506,TP HCM,Member,Nữ,Electronic accessories,90.7,6,27.21,571.41,2/26/19,10:52,Cash,544.2,5.3
721-86-6247,Hà Nội,Normal,Nữ,Home and lifestyle,63.42,8,25.368,532.728,3/11/19,12:55,Ewallet,507.36,7.4
289-65-5721,Đà Nẵng,Normal,Nữ,Fashion accessories,81.37,2,8.137,170.877,1/26/19,19:28,Cash,162.74,6.5
545-46-3100,Đà Nẵng,Member,Nữ,Electronic accessories,10.59,3,1.5885,33.3585,3/12/19,13:52,Credit card,31.77,8.7
418-02-5978,Đà Nẵng,Normal,Nữ,Health and beauty,84.09,9,37.8405,794.6505,2/11/19,10:54,Cash,756.81,8
269-04-5750,Đà Nẵng,Member,Nam,Fashion accessories,73.82,4,14.764,310.044,2/21/19,18:31,Cash,295.28,6.7
157-13-5295,Hà Nội,Member,Nam,Health and beauty,51.94,10,25.97,545.37,3/9/19,18:24,Ewallet,519.4,6.5
645-78-8093,Hà Nội,Normal,Nữ,Sports and travel,93.14,2,9.314,195.594,1/20/19,18:09,Ewallet,186.28,4.1
211-30-9270,TP HCM,Normal,Nam,Health and beauty,17.41,5,4.3525,91.4025,1/28/19,15:16,Credit card,87.05,4.9
755-12-3214,TP HCM,Member,Nữ,Fashion accessories,44.22,5,11.055,232.155,3/5/19,17:07,Credit card,221.1,8.6
346-84-3103,TP HCM,Member,Nữ,Electronic accessories,13.22,5,3.305,69.405,3/2/19,19:26,Cash,66.1,4.3
478-06-7835,Hà Nội,Normal,Nam,Fashion accessories,89.69,1,4.4845,94.1745,1/11/19,11:20,Ewallet,89.69,4.9
540-11-4336,Hà Nội,Normal,Nam,Food and beverages,24.94,9,11.223,235.683,1/11/19,16:49,Credit card,224.46,5.6
448-81-5016,Hà Nội,Normal,Nam,Health and beauty,59.77,2,5.977,125.517,3/11/19,12:01,Credit card,119.54,5.8
142-72-4741,TP HCM,Member,Nam,Fashion accessories,93.2,2,9.32,195.72,2/28/19,18:37,Credit card,186.4,6
217-58-1179,Hà Nội,Member,Nam,Home and lifestyle,62.65,4,12.53,263.13,1/5/19,11:25,Cash,250.6,4.2
376-02-8238,Đà Nẵng,Normal,Nam,Home and lifestyle,93.87,8,37.548,788.508,2/2/19,18:42,Credit card,750.96,8.3
530-90-9855,Hà Nội,Member,Nam,Home and lifestyle,47.59,8,19.036,399.756,1/1/19,14:47,Cash,380.72,5.7
866-05-7563,Đà Nẵng,Member,Nữ,Electronic accessories,81.4,3,12.21,256.41,2/9/19,19:43,Cash,244.2,4.8
604-70-6476,Hà Nội,Member,Nam,Fashion accessories,17.94,5,4.485,94.185,1/23/19,14:04,Ewallet,89.7,6.8
799-71-1548,Hà Nội,Member,Nam,Electronic accessories,77.72,4,15.544,326.424,1/7/19,16:11,Credit card,310.88,8.8
785-13-7708,Đà Nẵng,Normal,Nam,Food and beverages,73.06,7,25.571,536.991,1/14/19,19:06,Credit card,511.42,4.2
845-51-0542,Đà Nẵng,Member,Nam,Food and beverages,46.55,9,20.9475,439.8975,2/2/19,15:34,Ewallet,418.95,6.4
662-47-5456,TP HCM,Member,Nam,Fashion accessories,35.19,10,17.595,369.495,3/17/19,19:06,Credit card,351.9,8.4
883-17-4236,TP HCM,Normal,Nữ,Sports and travel,14.39,2,1.439,30.219,3/2/19,19:44,Credit card,28.78,7.2
290-68-2984,Hà Nội,Normal,Nam,Home and lifestyle,23.75,4,4.75,99.75,3/16/19,11:22,Cash,95,5.2
704-11-6354,Hà Nội,Member,Nam,Home and lifestyle,58.9,8,23.56,494.76,1/6/19,11:23,Cash,471.2,8.9
110-48-7033,Đà Nẵng,Member,Nam,Fashion accessories,32.62,4,6.524,137.004,1/29/19,14:12,Cash,130.48,9
366-93-0948,Hà Nội,Member,Nam,Electronic accessories,66.35,1,3.3175,69.6675,1/31/19,10:46,Credit card,66.35,9.7
729-09-9681,Hà Nội,Member,Nam,Home and lifestyle,25.91,6,7.773,163.233,2/5/19,10:16,Ewallet,155.46,8.7
151-16-1484,Hà Nội,Member,Nam,Electronic accessories,32.25,4,6.45,135.45,2/13/19,12:38,Ewallet,129,6.5
380-94-4661,TP HCM,Member,Nam,Electronic accessories,65.94,4,13.188,276.948,2/7/19,13:05,Credit card,263.76,6.9
850-41-9669,TP HCM,Normal,Nữ,Electronic accessories,75.06,9,33.777,709.317,3/19/19,13:25,Ewallet,675.54,6.2
821-07-3596,TP HCM,Normal,Nữ,Fashion accessories,16.45,4,3.29,69.09,3/7/19,14:53,Ewallet,65.8,5.6
655-85-5130,Đà Nẵng,Member,Nữ,Fashion accessories,38.3,4,7.66,160.86,3/13/19,19:22,Cash,153.2,5.7
447-15-7839,TP HCM,Member,Nữ,Sports and travel,22.24,10,11.12,233.52,2/9/19,11:00,Cash,222.4,4.2
154-74-7179,Đà Nẵng,Normal,Nam,Sports and travel,54.45,1,2.7225,57.1725,2/26/19,19:24,Ewallet,54.45,7.9
253-12-6086,Hà Nội,Member,Nữ,Sports and travel,98.4,7,34.44,723.24,3/12/19,12:43,Credit card,688.8,8.7
808-65-0703,TP HCM,Normal,Nam,Home and lifestyle,35.47,4,7.094,148.974,3/14/19,17:22,Credit card,141.88,6.9
571-94-0759,Đà Nẵng,Member,Nữ,Food and beverages,74.6,10,37.3,783.3,1/8/19,20:55,Cash,746,9.5
144-51-6085,Hà Nội,Member,Nam,Home and lifestyle,70.74,4,14.148,297.108,1/5/19,16:05,Credit card,282.96,4.4
731-14-2199,Hà Nội,Member,Nữ,Home and lifestyle,35.54,10,17.77,373.17,1/4/19,13:34,Ewallet,355.4,7
783-09-1637,Đà Nẵng,Normal,Nữ,Sports and travel,67.43,5,16.8575,354.0075,3/6/19,18:13,Ewallet,337.15,6.3
687-15-1097,TP HCM,Member,Nữ,Health and beauty,21.12,2,2.112,44.352,1/3/19,19:17,Cash,42.24,9.7
126-54-1082,Hà Nội,Member,Nữ,Home and lifestyle,21.54,9,9.693,203.553,1/7/19,11:44,Credit card,193.86,8.8
633-91-1052,Hà Nội,Normal,Nữ,Home and lifestyle,12.03,2,1.203,25.263,1/27/19,15:51,Cash,24.06,5.1
477-24-6490,Đà Nẵng,Normal,Nữ,Health and beauty,99.71,6,29.913,628.173,2/26/19,16:52,Ewallet,598.26,7.9
566-19-5475,TP HCM,Normal,Nam,Fashion accessories,47.97,7,16.7895,352.5795,1/7/19,20:52,Cash,335.79,6.2
526-86-8552,TP HCM,Member,Nữ,Home and lifestyle,21.82,10,10.91,229.11,1/7/19,17:36,Cash,218.2,7.1
376-56-3573,TP HCM,Normal,Nữ,Fashion accessories,95.42,4,19.084,400.764,2/2/19,13:23,Ewallet,381.68,6.4
537-72-0426,TP HCM,Member,Nam,Fashion accessories,70.99,10,35.495,745.395,3/20/19,16:28,Cash,709.9,5.7
828-61-5674,Hà Nội,Member,Nam,Sports and travel,44.02,10,22.01,462.21,3/20/19,19:57,Credit card,440.2,9.6
136-08-6195,Hà Nội,Normal,Nữ,Home and lifestyle,69.96,8,27.984,587.664,2/15/19,17:01,Credit card,559.68,6.4
523-38-0215,TP HCM,Normal,Nam,Home and lifestyle,37,1,1.85,38.85,3/6/19,13:29,Credit card,37,7.9
490-29-1201,Hà Nội,Normal,Nữ,Sports and travel,15.34,1,0.767,16.107,1/6/19,11:09,Cash,15.34,6.5
667-92-0055,Hà Nội,Member,Nam,Health and beauty,99.83,6,29.949,628.929,3/4/19,15:02,Ewallet,598.98,8.5
565-17-3836,Hà Nội,Member,Nữ,Health and beauty,47.67,4,9.534,200.214,3/12/19,14:21,Cash,190.68,9.1
498-41-1961,Đà Nẵng,Normal,Nam,Health and beauty,66.68,5,16.67,350.07,2/20/19,18:01,Cash,333.4,7.6
593-95-4461,TP HCM,Member,Nam,Home and lifestyle,74.86,1,3.743,78.603,3/24/19,14:49,Cash,74.86,6.9
226-71-3580,TP HCM,Normal,Nữ,Sports and travel,23.75,9,10.6875,224.4375,1/31/19,12:02,Cash,213.75,9.5
283-79-9594,Đà Nẵng,Normal,Nữ,Food and beverages,48.51,7,16.9785,356.5485,1/25/19,13:30,Credit card,339.57,5.2
430-60-3493,TP HCM,Member,Nữ,Home and lifestyle,94.88,7,33.208,697.368,2/3/19,14:38,Cash,664.16,4.2
139-20-0155,Đà Nẵng,Member,Nam,Electronic accessories,40.3,10,20.15,423.15,1/24/19,17:37,Credit card,403,7
558-80-4082,TP HCM,Normal,Nam,Electronic accessories,27.85,7,9.7475,204.6975,3/14/19,17:20,Ewallet,194.95,6
278-97-7759,Hà Nội,Member,Nữ,Electronic accessories,62.48,1,3.124,65.604,2/18/19,20:29,Cash,62.48,4.7
316-68-6352,Hà Nội,Member,Nữ,Food and beverages,36.36,2,3.636,76.356,1/21/19,10:00,Cash,72.72,7.1
585-03-5943,Đà Nẵng,Normal,Nam,Health and beauty,18.11,10,9.055,190.155,3/13/19,11:46,Ewallet,181.1,5.9
211-05-0490,TP HCM,Member,Nữ,Electronic accessories,51.92,5,12.98,272.58,3/3/19,13:42,Cash,259.6,7.5
727-75-6477,TP HCM,Normal,Nam,Electronic accessories,28.84,4,5.768,121.128,3/29/19,14:44,Cash,115.36,6.4
744-02-5987,Hà Nội,Member,Nam,Home and lifestyle,78.38,6,23.514,493.794,1/10/19,14:16,Ewallet,470.28,5.8
307-83-9164,Hà Nội,Member,Nam,Home and lifestyle,60.01,4,12.002,252.042,1/25/19,15:54,Cash,240.04,4.5
779-06-0012,TP HCM,Member,Nữ,Home and lifestyle,88.61,1,4.4305,93.0405,1/19/19,10:21,Cash,88.61,7.7
446-47-6729,TP HCM,Normal,Nam,Fashion accessories,99.82,2,9.982,209.622,1/2/19,18:09,Credit card,199.64,6.7
573-10-3877,TP HCM,Member,Nam,Health and beauty,39.01,1,1.9505,40.9605,3/12/19,16:46,Credit card,39.01,4.7
735-06-4124,TP HCM,Normal,Nam,Food and beverages,48.61,1,2.4305,51.0405,2/25/19,15:31,Cash,48.61,4.4
439-54-7422,Hà Nội,Normal,Nữ,Electronic accessories,51.19,4,10.238,214.998,3/18/19,17:15,Credit card,204.76,4.7
396-90-2219,TP HCM,Normal,Nữ,Electronic accessories,14.96,8,5.984,125.664,2/23/19,12:29,Cash,119.68,8.6
411-77-0180,Hà Nội,Member,Nam,Electronic accessories,72.2,7,25.27,530.67,3/26/19,20:14,Ewallet,505.4,4.3
286-01-5402,Hà Nội,Normal,Nữ,Sports and travel,40.23,7,14.0805,295.6905,3/30/19,13:22,Cash,281.61,9.6
803-17-8013,Hà Nội,Member,Nữ,Home and lifestyle,88.79,8,35.516,745.836,2/17/19,17:09,Cash,710.32,4.1
512-98-1403,Hà Nội,Member,Nữ,Electronic accessories,26.48,3,3.972,83.412,3/21/19,10:40,Ewallet,79.44,4.7
848-42-2560,Hà Nội,Normal,Nữ,Fashion accessories,81.91,2,8.191,172.011,3/5/19,17:43,Cash,163.82,7.8
532-59-7201,TP HCM,Member,Nam,Sports and travel,79.93,6,23.979,503.559,1/31/19,14:04,Cash,479.58,5.5
181-94-6432,TP HCM,Member,Nam,Fashion accessories,69.33,2,6.933,145.593,2/5/19,19:05,Ewallet,138.66,9.7
870-76-1733,Hà Nội,Member,Nữ,Food and beverages,14.23,5,3.5575,74.7075,2/1/19,10:08,Credit card,71.15,4.4
423-64-4619,Hà Nội,Member,Nữ,Health and beauty,15.55,9,6.9975,146.9475,3/7/19,13:12,Cash,139.95,5
227-07-4446,TP HCM,Member,Nữ,Electronic accessories,78.13,10,39.065,820.365,2/10/19,20:51,Cash,781.3,4.4
174-36-3675,TP HCM,Member,Nam,Food and beverages,99.37,2,9.937,208.677,2/14/19,17:29,Cash,198.74,5.2
428-83-5800,TP HCM,Member,Nữ,Food and beverages,21.08,3,3.162,66.402,2/9/19,10:25,Cash,63.24,7.3
603-07-0961,TP HCM,Member,Nam,Electronic accessories,74.79,5,18.6975,392.6475,1/10/19,11:34,Cash,373.95,4.9
704-20-4138,TP HCM,Member,Nữ,Health and beauty,29.67,7,10.3845,218.0745,3/11/19,18:58,Credit card,207.69,8.1
787-15-1757,TP HCM,Member,Nam,Health and beauty,44.07,4,8.814,185.094,2/18/19,16:28,Ewallet,176.28,8.4
649-11-3678,TP HCM,Normal,Nữ,Food and beverages,22.93,9,10.3185,216.6885,2/26/19,20:26,Cash,206.37,5.5
622-20-1945,TP HCM,Normal,Nữ,Health and beauty,39.42,1,1.971,41.391,1/18/19,15:08,Cash,39.42,8.4
372-94-8041,Hà Nội,Normal,Nam,Health and beauty,15.26,6,4.578,96.138,2/15/19,18:03,Ewallet,91.56,9.8
563-91-7120,Hà Nội,Normal,Nữ,Fashion accessories,61.77,5,15.4425,324.2925,3/8/19,13:21,Cash,308.85,6.7
746-54-5508,Hà Nội,Normal,Nam,Home and lifestyle,21.52,6,6.456,135.576,1/17/19,12:48,Credit card,129.12,9.4
276-54-0879,TP HCM,Normal,Nam,Sports and travel,97.74,4,19.548,410.508,3/12/19,19:53,Ewallet,390.96,6.4
815-11-1168,TP HCM,Member,Nam,Food and beverages,99.78,5,24.945,523.845,3/9/19,19:09,Cash,498.9,5.4
719-76-3868,TP HCM,Member,Nam,Food and beverages,94.26,4,18.852,395.892,3/12/19,16:30,Cash,377.04,8.6
730-61-8757,TP HCM,Member,Nam,Health and beauty,51.13,4,10.226,214.746,1/25/19,10:11,Credit card,204.52,4
340-66-0321,TP HCM,Member,Nam,Electronic accessories,36.36,4,7.272,152.712,3/25/19,13:07,Cash,145.44,7.6
868-81-1752,TP HCM,Normal,Nam,Home and lifestyle,22.02,9,9.909,208.089,2/7/19,18:48,Cash,198.18,6.8
634-97-8956,Hà Nội,Normal,Nam,Food and beverages,32.9,3,4.935,103.635,2/17/19,17:27,Credit card,98.7,9.1
566-71-1091,Hà Nội,Normal,Nam,Fashion accessories,77.02,5,19.255,404.355,2/3/19,15:59,Cash,385.1,5.5
442-48-3607,Hà Nội,Member,Nam,Food and beverages,23.48,2,2.348,49.308,3/14/19,11:21,Credit card,46.96,7.9
835-16-0096,TP HCM,Member,Nam,Sports and travel,14.7,5,3.675,77.175,3/24/19,13:48,Ewallet,73.5,8.5
527-09-6272,Hà Nội,Member,Nữ,Electronic accessories,28.45,5,7.1125,149.3625,3/21/19,10:17,Credit card,142.25,9.1
898-04-2717,Hà Nội,Normal,Nam,Fashion accessories,76.4,9,34.38,721.98,3/19/19,15:49,Ewallet,687.6,7.5
692-27-8933,TP HCM,Normal,Nữ,Sports and travel,57.95,6,17.385,365.085,2/24/19,13:02,Cash,347.7,5.2
633-09-3463,TP HCM,Normal,Nữ,Electronic accessories,47.65,3,7.1475,150.0975,3/28/19,12:58,Credit card,142.95,9.5
374-17-3652,Đà Nẵng,Member,Nữ,Food and beverages,42.82,9,19.269,404.649,2/5/19,15:26,Credit card,385.38,8.9
378-07-7001,Đà Nẵng,Member,Nam,Electronic accessories,48.09,3,7.2135,151.4835,2/10/19,18:23,Credit card,144.27,7.8
433-75-6987,Đà Nẵng,Member,Nữ,Health and beauty,55.97,7,19.5895,411.3795,3/5/19,19:06,Ewallet,391.79,8.9
873-95-4984,Đà Nẵng,Member,Nữ,Health and beauty,76.9,7,26.915,565.215,2/15/19,20:21,Cash,538.3,7.7
416-13-5917,TP HCM,Normal,Nữ,Food and beverages,97.03,5,24.2575,509.4075,1/30/19,16:24,Ewallet,485.15,9.3
150-89-8043,Hà Nội,Normal,Nam,Sports and travel,44.65,3,6.6975,140.6475,2/14/19,15:04,Cash,133.95,6.2
135-84-8019,Hà Nội,Normal,Nữ,Fashion accessories,77.93,9,35.0685,736.4385,2/27/19,16:10,Ewallet,701.37,7.6
441-94-7118,Hà Nội,Member,Nam,Electronic accessories,71.95,1,3.5975,75.5475,2/4/19,12:14,Cash,71.95,7.3
725-96-3778,TP HCM,Member,Nữ,Home and lifestyle,89.25,8,35.7,749.7,1/20/19,10:13,Cash,714,4.7
531-80-1784,TP HCM,Normal,Nam,Electronic accessories,26.02,7,9.107,191.247,3/28/19,17:38,Cash,182.14,5.1
400-45-1220,Đà Nẵng,Normal,Nữ,Health and beauty,13.5,10,6.75,141.75,2/27/19,11:06,Credit card,135,4.8
860-79-0874,TP HCM,Member,Nữ,Fashion accessories,99.3,10,49.65,1042.65,2/15/19,14:53,Credit card,993,6.6
834-61-8124,TP HCM,Normal,Nam,Electronic accessories,51.69,7,18.0915,379.9215,1/26/19,18:22,Cash,361.83,5.5
115-99-4379,Đà Nẵng,Member,Nữ,Fashion accessories,54.73,7,19.1555,402.2655,3/14/19,19:02,Credit card,383.11,8.5
565-67-6697,Đà Nẵng,Member,Nam,Home and lifestyle,27,9,12.15,255.15,3/2/19,14:16,Cash,243,4.8
320-49-6392,TP HCM,Normal,Nữ,Electronic accessories,30.24,1,1.512,31.752,3/4/19,15:44,Cash,30.24,8.4
889-04-9723,Đà Nẵng,Member,Nữ,Food and beverages,89.14,4,17.828,374.388,1/7/19,12:20,Credit card,356.56,7.8
632-90-0281,TP HCM,Normal,Nữ,Fashion accessories,37.55,10,18.775,394.275,3/8/19,20:01,Credit card,375.5,9.3
554-42-2417,TP HCM,Normal,Nữ,Sports and travel,95.44,10,47.72,1002.12,1/9/19,13:45,Cash,954.4,5.2
453-63-6187,Đà Nẵng,Normal,Nam,Electronic accessories,27.5,3,4.125,86.625,3/1/19,15:40,Ewallet,82.5,6.5
578-80-7669,Đà Nẵng,Normal,Nam,Sports and travel,74.97,1,3.7485,78.7185,3/16/19,16:58,Cash,74.97,5.6
612-36-5536,TP HCM,Member,Nam,Food and beverages,80.96,8,32.384,680.064,2/17/19,11:12,Credit card,647.68,7.4
605-72-4132,TP HCM,Normal,Nữ,Food and beverages,94.47,8,37.788,793.548,2/27/19,15:12,Cash,755.76,9.1
471-41-2823,TP HCM,Normal,Nam,Food and beverages,99.79,2,9.979,209.559,3/7/19,20:37,Ewallet,199.58,8
462-67-9126,TP HCM,Normal,Nam,Home and lifestyle,73.22,6,21.966,461.286,1/21/19,17:44,Cash,439.32,7.2
272-27-9238,TP HCM,Normal,Nữ,Food and beverages,41.24,4,8.248,173.208,2/19/19,16:23,Cash,164.96,7.1
834-25-9262,TP HCM,Normal,Nữ,Fashion accessories,81.68,4,16.336,343.056,1/6/19,12:12,Cash,326.72,9.1
122-61-9553,TP HCM,Normal,Nữ,Electronic accessories,51.32,9,23.094,484.974,3/14/19,19:33,Cash,461.88,5.6
468-88-0009,TP HCM,Member,Nam,Home and lifestyle,65.94,4,13.188,276.948,3/24/19,10:29,Cash,263.76,6
613-59-9758,TP HCM,Normal,Nữ,Sports and travel,14.36,10,7.18,150.78,1/27/19,14:28,Cash,143.6,5.4
254-31-0042,TP HCM,Member,Nam,Electronic accessories,21.5,9,9.675,203.175,3/6/19,12:46,Credit card,193.5,7.8
201-86-2184,TP HCM,Member,Nữ,Electronic accessories,26.26,7,9.191,193.011,2/2/19,19:40,Cash,183.82,9.9
261-12-8671,TP HCM,Normal,Nữ,Fashion accessories,60.96,2,6.096,128.016,1/25/19,19:39,Credit card,121.92,4.9
730-70-9830,TP HCM,Normal,Nữ,Home and lifestyle,70.11,6,21.033,441.693,3/14/19,17:54,Ewallet,420.66,5.2
382-25-8917,TP HCM,Normal,Nam,Fashion accessories,42.08,6,12.624,265.104,1/29/19,12:25,Cash,252.48,8.9
422-29-8786,Hà Nội,Normal,Nữ,Home and lifestyle,67.09,5,16.7725,352.2225,1/3/19,16:47,Credit card,335.45,9.1
667-23-5919,Hà Nội,Member,Nữ,Fashion accessories,96.7,5,24.175,507.675,1/14/19,12:52,Ewallet,483.5,7
843-01-4703,Đà Nẵng,Member,Nữ,Home and lifestyle,35.38,9,15.921,334.341,1/5/19,19:50,Credit card,318.42,9.6
743-88-1662,TP HCM,Normal,Nam,Sports and travel,95.49,7,33.4215,701.8515,2/22/19,18:17,Ewallet,668.43,8.7
595-86-2894,TP HCM,Member,Nam,Fashion accessories,96.98,4,19.396,407.316,2/6/19,17:20,Ewallet,387.92,9.4
182-69-8360,TP HCM,Normal,Nữ,Electronic accessories,23.65,4,4.73,99.33,1/30/19,13:32,Credit card,94.6,4
289-15-7034,TP HCM,Member,Nam,Sports and travel,82.33,4,16.466,345.786,1/11/19,10:37,Credit card,329.32,7.5
462-78-5240,TP HCM,Normal,Nữ,Electronic accessories,26.61,2,2.661,55.881,3/19/19,14:35,Cash,53.22,4.2
868-52-7573,TP HCM,Normal,Nữ,Food and beverages,99.69,5,24.9225,523.3725,1/14/19,12:09,Cash,498.45,9.9
153-58-4872,TP HCM,Member,Nữ,Food and beverages,74.89,4,14.978,314.538,3/1/19,15:32,Ewallet,299.56,4.2
662-72-2873,TP HCM,Normal,Nữ,Food and beverages,40.94,5,10.235,214.935,1/6/19,13:58,Ewallet,204.7,9.9
525-88-7307,TP HCM,Member,Nam,Sports and travel,75.82,1,3.791,79.611,1/31/19,13:19,Cash,75.82,5.8
689-16-9784,TP HCM,Normal,Nam,Food and beverages,46.77,6,14.031,294.651,3/11/19,13:37,Cash,280.62,6
725-56-0833,TP HCM,Normal,Nữ,Health and beauty,32.32,10,16.16,339.36,2/20/19,16:49,Credit card,323.2,10
394-41-0748,TP HCM,Member,Nữ,Fashion accessories,54.07,9,24.3315,510.9615,1/27/19,14:55,Ewallet,486.63,9.5
596-42-3999,TP HCM,Normal,Nam,Food and beverages,18.22,7,6.377,133.917,3/10/19,14:04,Credit card,127.54,6.6
541-89-9860,TP HCM,Member,Nữ,Fashion accessories,80.48,3,12.072,253.512,2/15/19,12:31,Cash,241.44,8.1
173-82-9529,Đà Nẵng,Normal,Nữ,Fashion accessories,37.95,10,18.975,398.475,1/26/19,14:51,Cash,379.5,9.7
563-36-9814,Hà Nội,Member,Nam,Electronic accessories,76.82,1,3.841,80.661,2/13/19,18:27,Ewallet,76.82,7.2
308-47-4913,Hà Nội,Member,Nữ,Sports and travel,52.26,10,26.13,548.73,3/9/19,12:45,Credit card,522.6,6.2
885-17-6250,Hà Nội,Normal,Nữ,Health and beauty,79.74,1,3.987,83.727,3/6/19,10:36,Ewallet,79.74,7.3
726-27-2396,Hà Nội,Normal,Nữ,Health and beauty,77.5,5,19.375,406.875,1/24/19,20:36,Ewallet,387.5,4.3
316-01-3952,Hà Nội,Normal,Nữ,Food and beverages,54.27,5,13.5675,284.9175,3/13/19,14:16,Ewallet,271.35,4.6
760-54-1821,Đà Nẵng,Normal,Nam,Home and lifestyle,13.59,9,6.1155,128.4255,3/15/19,10:26,Cash,122.31,5.8
793-10-3222,Đà Nẵng,Member,Nữ,Health and beauty,41.06,6,12.318,258.678,3/5/19,13:30,Credit card,246.36,8.3
346-12-3257,Đà Nẵng,Member,Nam,Electronic accessories,19.24,9,8.658,181.818,3/4/19,16:28,Cash,173.16,8
110-05-6330,TP HCM,Normal,Nữ,Food and beverages,39.43,6,11.829,248.409,3/25/19,20:18,Credit card,236.58,9.4
651-61-0874,TP HCM,Normal,Nam,Home and lifestyle,46.22,4,9.244,194.124,3/12/19,20:04,Credit card,184.88,6.2
236-86-3015,TP HCM,Member,Nam,Home and lifestyle,13.98,1,0.699,14.679,2/4/19,13:38,Ewallet,13.98,9.8
831-64-0259,TP HCM,Normal,Nữ,Fashion accessories,39.75,5,9.9375,208.6875,2/22/19,10:43,Ewallet,198.75,9.6
587-03-7455,TP HCM,Member,Nữ,Fashion accessories,97.79,7,34.2265,718.7565,2/16/19,17:30,Ewallet,684.53,4.9
882-40-4577,Hà Nội,Member,Nam,Sports and travel,67.26,4,13.452,282.492,1/19/19,15:28,Credit card,269.04,8
732-67-5346,Hà Nội,Normal,Nam,Food and beverages,13.79,5,3.4475,72.3975,1/11/19,19:07,Credit card,68.95,7.8
725-32-9708,TP HCM,Member,Nữ,Fashion accessories,68.71,4,13.742,288.582,1/4/19,19:01,Cash,274.84,4.1
256-08-8343,TP HCM,Normal,Nữ,Home and lifestyle,56.53,4,11.306,237.426,3/4/19,19:48,Ewallet,226.12,5.5
372-26-1506,TP HCM,Normal,Nữ,Fashion accessories,23.82,5,5.955,125.055,1/28/19,19:24,Ewallet,119.1,5.4
244-08-0162,TP HCM,Normal,Nữ,Health and beauty,34.21,10,17.105,359.205,1/2/19,13:00,Cash,342.1,5.1
569-71-4390,TP HCM,Normal,Nam,Sports and travel,21.87,2,2.187,45.927,1/25/19,14:29,Ewallet,43.74,6.9
132-23-6451,Hà Nội,Member,Nam,Health and beauty,20.97,5,5.2425,110.0925,1/4/19,13:21,Cash,104.85,7.8
696-90-2548,Hà Nội,Normal,Nam,Sports and travel,25.84,3,3.876,81.396,3/10/19,18:55,Ewallet,77.52,6.6
472-15-9636,Hà Nội,Normal,Nam,Home and lifestyle,50.93,8,20.372,427.812,3/22/19,19:36,Ewallet,407.44,9.2
268-03-6164,Đà Nẵng,Normal,Nam,Health and beauty,96.11,1,4.8055,100.9155,1/25/19,16:28,Ewallet,96.11,7.8
